"user_text","user_audio","assistant_text","asr_text"
"Start 'Für Elise'","00178.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Start playing Cotton tail","00179.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Cotton tail</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Cotton tail","00180.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Cotton tail</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Cotton tail</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Yesterday","00181.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Yestoday</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Yesterday","00182.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Yestoday</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Hotel California'","00183.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Hotel California</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Hotel California</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Hotel California'","00184.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Hotel California</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Hotel California</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Stairway to Heaven","00185.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Stairway to Heaven","00186.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Happy","00187.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Happy","00188.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Take the A Train","00189.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take the A Train</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Take the A Train","00190.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take the A Train</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Take the A Train</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Fire up 'What a Wonderful World'","00191.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>What a Wonderful World</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>What a wonderful world</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Fire up 'What a Wonderful World'","00192.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>What a Wonderful World</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Wonderful World</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Hey Jude","00193.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Hey Jude</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Hey Jude</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Hey Jude","00194.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Hey Jude</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Hey Jude</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Feeling Good","00195.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Feeling Good</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>The Weeknd</artist><title>Feeling good</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Feeling Good","00196.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Feeling Good</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Feeling Good</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Ride of the Valkyries","00197.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Amneren</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Ride of the Valkyries","00198.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Rides of the Valkyries</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Für Elise","00199.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Fur Elise</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Für Elise","00200.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Run 'So What'","00201.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Run 'So What'","00202.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Play the song called So What","00203.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nedenasyon</artist><title>So What</title><genre>R&B</genre><album>R&B</album></arguments></tool_call><end_of_turn>"
"Play the song called So What","00204.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>So What</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play 'Blinding Lights'","00205.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RRRR</artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play 'Blinding Lights'","00206.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rhea</artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Bring up 'Yesterday'","00207.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Bring up 'Yesterday'","00208.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Yesterday</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>YESTERDAY</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Birdland","00209.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Birdland</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Birdland","00210.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Birdland</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Burdland</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Halo","00211.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Halo","00212.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Fire up 'Take Five'","00213.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Fire up 'Take Five'","00214.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Let's Do It","00215.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Let's Do It</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Let's Do It","00216.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Let's Do It</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RA</artist><title>Let's do it</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Stairway to Heaven","00217.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Stairway to Heaven","00218.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Stairway to Heaven</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear All of Me","00219.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"I'd like to hear All of Me","00220.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>All of Me</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ME</artist><title>ALL OF ME</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Purple Haze","00221.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Purple Haze</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Purple Haze</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Purple Haze","00222.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Purple Haze</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Purple Haze</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Acapulco'","00223.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>ACAPULCO</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Acapulco'","00224.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>COPY COCO</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Another Brick in the Wall","00225.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Another Brick in the Wall</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>SHAKRIVIMAN</artist><title>Another Brick in the Wall</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Another Brick in the Wall","00226.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Another Brick in the Wall</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Another Brick in the Wall</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Halo","00227.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Halo","00228.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Acapulco","00229.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Acapulco","00230.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Acapulco</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Fly Me to the Moon","00231.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Fly Me to the Moon","00232.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Fly Me to the Moon</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Blinding Lights","00233.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>BLINDING LIGHTS</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Blinding Lights","00234.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Blinding Lights</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Blinding Lights</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"Spin up 'Levitating'","00235.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Spin up 'Levitating'","00236.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Play the song called Nocturne Op. 9 No. 2","00237.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Nocturne op. 9 no. 2</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Nocturne Op. 9 No. 2","00238.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Knockturn Up</title><genre></genre><album>9902</album></arguments></tool_call><end_of_turn>"
"Queue up 'Nocturne Op. 9 No. 2'","00239.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Queue up 'Nocturne Op. 9 No. 2'","00240.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Start playing So What","00241.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SO WAS</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing So What","00242.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>So What</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SO WHAT</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Sweet Child O' Mine","00243.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Sweet Child O' Mine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Sweet Child o' Mine</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Sweet Child O' Mine","00244.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Sweet Child O' Mine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>PINK FLOYD</artist><title>Sweet Child o' Mine</title><genre>ROCK</genre><album></album></arguments></tool_call><end_of_turn>"
"Spin up 'Shallow'","00245.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Shallow</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Spin up 'Shallow'","00246.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Shallow</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SHALLOW</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Uptown Funk","00247.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Uptown Funk","00248.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Put on 'Imagine'","00249.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Imagine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RA</artist><title>Imagine</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Put on 'Imagine'","00250.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Imagine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"I'd like to hear Take Five","00251.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TAKE FIVE</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I'd like to hear Take Five","00252.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Would you play 'Someone Like You'","00253.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Someone Like You</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Someone Like You</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Would you play 'Someone Like You'","00254.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Someone Like You</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>SOMEONE LIKE YOU</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start playing Für Elise","00255.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Start playing Für Elise","00256.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Für Elise</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>GENRE</genre><album>Album</album></arguments></tool_call><end_of_turn>"
"Play the song called Halo","00257.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Halo","00258.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Put on 'Take Five'","00259.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Put on 'Take Five'","00260.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Take Five</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Play the song called Birdland","00261.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Birdland</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nang</artist><title>Birdland</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play the song called Birdland","00262.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title>Birdland</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>Birdland</title><genre>GENRE</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for lo-fi","00263.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>lo-fi</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>lofi</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for lo-fi","00264.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>lo-fi</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>lofi</genre><album></album></arguments></tool_call><end_of_turn>"
"Play opera music","00265.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>opera</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>OPERA</genre><album></album></arguments></tool_call><end_of_turn>"
"Play opera music","00266.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>opera</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"I'm in the mood for techno","00267.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>techno</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>Techno</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for techno","00268.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>techno</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>TECHNO</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for fusion","00269.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FUSION</genre><album></album></arguments></tool_call><end_of_turn>"
"I'm in the mood for fusion","00270.wav","<tool_call><name>audioplay.play_request</name><arguments><artist></artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FUSION</genre><album></album></arguments></tool_call><end_of_turn>"
