{'loss': 11.6999, 'grad_norm': 2830930.75, 'learning_rate': 0.0, 'epoch': 0.01}                                                                                              
{'loss': 0.1911, 'grad_norm': 0.6547961235046387, 'learning_rate': 0.00011474747474747476, 'epoch': 1.77}                                                                    
{'loss': 0.1895, 'grad_norm': 0.5697599649429321, 'learning_rate': 0.00011434343434343435, 'epoch': 1.78}                                                                    
{'loss': 0.1943, 'grad_norm': 0.9774521589279175, 'learning_rate': 0.00011393939393939394, 'epoch': 1.78}                                                                    
{'loss': 0.1813, 'grad_norm': 0.586905300617218, 'learning_rate': 0.00011353535353535354, 'epoch': 1.79}                                                                     
{'loss': 0.2437, 'grad_norm': 0.8382739424705505, 'learning_rate': 0.00011313131313131313, 'epoch': 1.8}                                                                     
{'loss': 0.1819, 'grad_norm': 0.6821894645690918, 'learning_rate': 0.00011272727272727272, 'epoch': 1.81}                                                                    
{'loss': 0.2013, 'grad_norm': 0.7639198899269104, 'learning_rate': 0.00011232323232323232, 'epoch': 1.82}                                                                    
{'loss': 0.1882, 'grad_norm': 0.6681987047195435, 'learning_rate': 0.00011191919191919193, 'epoch': 1.82}                                                                    
{'loss': 0.183, 'grad_norm': 0.5160322785377502, 'learning_rate': 0.00011151515151515153, 'epoch': 1.83}                                                                     
{'loss': 0.1814, 'grad_norm': 0.537113606929779, 'learning_rate': 0.00011111111111111112, 'epoch': 1.84}                                                                     
{'loss': 0.1703, 'grad_norm': 0.5339452028274536, 'learning_rate': 0.00011070707070707071, 'epoch': 1.85}                                                                    
{'loss': 0.1771, 'grad_norm': 0.4766559600830078, 'learning_rate': 0.00011030303030303031, 'epoch': 1.86}                                                                    
{'loss': 0.1942, 'grad_norm': 0.584229588508606, 'learning_rate': 0.0001098989898989899, 'epoch': 1.87}                                                                      
{'loss': 0.2162, 'grad_norm': 0.8821995258331299, 'learning_rate': 0.0001094949494949495, 'epoch': 1.87}                                                                     
{'loss': 0.1918, 'grad_norm': 0.8372198939323425, 'learning_rate': 0.00010909090909090909, 'epoch': 1.88}                                                                    
{'loss': 0.2287, 'grad_norm': 0.7043075561523438, 'learning_rate': 0.00010868686868686868, 'epoch': 1.89}                                                                    
{'loss': 0.1889, 'grad_norm': 0.5823955535888672, 'learning_rate': 0.0001082828282828283, 'epoch': 1.9}                                                                      
{'loss': 0.2027, 'grad_norm': 0.8488109707832336, 'learning_rate': 0.00010787878787878789, 'epoch': 1.91}                                                                    
{'loss': 0.1824, 'grad_norm': 0.5664717555046082, 'learning_rate': 0.00010747474747474748, 'epoch': 1.91}                                                                    
{'loss': 0.2344, 'grad_norm': 0.9924054145812988, 'learning_rate': 0.00010707070707070708, 'epoch': 1.92}                                                                    
{'loss': 0.1906, 'grad_norm': 0.6658564209938049, 'learning_rate': 0.00010666666666666667, 'epoch': 1.93}                                                                    
{'loss': 0.2717, 'grad_norm': 1.1236425638198853, 'learning_rate': 0.00010626262626262626, 'epoch': 1.94}                                                                    
{'loss': 0.1986, 'grad_norm': 0.6474558115005493, 'learning_rate': 0.00010585858585858586, 'epoch': 1.95}                                                                    
{'loss': 0.1647, 'grad_norm': 0.45349112153053284, 'learning_rate': 0.00010545454545454545, 'epoch': 1.96}                                                                   
{'loss': 0.1799, 'grad_norm': 0.6155215501785278, 'learning_rate': 0.00010505050505050507, 'epoch': 1.96}                                                                    
{'loss': 0.1946, 'grad_norm': 0.8280237317085266, 'learning_rate': 0.00010464646464646466, 'epoch': 1.97}                                                                    
{'loss': 0.2034, 'grad_norm': 0.6322925090789795, 'learning_rate': 0.00010424242424242425, 'epoch': 1.98}                                                                    
{'loss': 0.1919, 'grad_norm': 0.5036275386810303, 'learning_rate': 0.00010383838383838385, 'epoch': 1.99}                                                                    
{'loss': 0.2139, 'grad_norm': 0.645409345626831, 'learning_rate': 0.00010343434343434344, 'epoch': 2.0}                                                                      
{'loss': 0.2406, 'grad_norm': 0.9748432040214539, 'learning_rate': 0.00010303030303030303, 'epoch': 2.0}                                                                     
{'loss': 0.1799, 'grad_norm': 0.48578742146492004, 'learning_rate': 0.00010262626262626263, 'epoch': 2.01}                                                                   
{'loss': 0.1846, 'grad_norm': 0.4918648898601532, 'learning_rate': 0.00010222222222222222, 'epoch': 2.02}                                                                    
{'loss': 0.1605, 'grad_norm': 0.5204681754112244, 'learning_rate': 0.00010181818181818181, 'epoch': 2.02}                                                                    
{'loss': 0.1807, 'grad_norm': 0.4859156012535095, 'learning_rate': 0.00010141414141414143, 'epoch': 2.03}                                                                    
{'loss': 0.2053, 'grad_norm': 0.6416577696800232, 'learning_rate': 0.00010101010101010102, 'epoch': 2.04}                                                                    
{'loss': 0.2002, 'grad_norm': 0.6380575895309448, 'learning_rate': 0.00010060606060606062, 'epoch': 2.05}                                                                    
{'loss': 0.1838, 'grad_norm': 0.6213873624801636, 'learning_rate': 0.0001002020202020202, 'epoch': 2.06}                                                                     
{'loss': 0.1814, 'grad_norm': 1.0983225107192993, 'learning_rate': 9.97979797979798e-05, 'epoch': 2.07}                                                                      
{'loss': 0.2059, 'grad_norm': 0.7663017511367798, 'learning_rate': 9.939393939393939e-05, 'epoch': 2.07}                                                                     
{'loss': 0.1719, 'grad_norm': 0.5984647274017334, 'learning_rate': 9.8989898989899e-05, 'epoch': 2.08}                                                                       
{'loss': 0.1622, 'grad_norm': 0.5934655070304871, 'learning_rate': 9.85858585858586e-05, 'epoch': 2.09}                                                                      
{'loss': 0.1703, 'grad_norm': 0.7555063962936401, 'learning_rate': 9.818181818181818e-05, 'epoch': 2.1}                                                                      
{'loss': 0.1916, 'grad_norm': 1.1591770648956299, 'learning_rate': 9.777777777777778e-05, 'epoch': 2.11}                                                                     
{'loss': 0.1871, 'grad_norm': 0.8543542623519897, 'learning_rate': 9.737373737373738e-05, 'epoch': 2.11}                                                                     
{'loss': 0.158, 'grad_norm': 0.7407596111297607, 'learning_rate': 9.696969696969698e-05, 'epoch': 2.12}                                                                      
{'loss': 0.2003, 'grad_norm': 1.4788843393325806, 'learning_rate': 9.656565656565657e-05, 'epoch': 2.13}                                                                     
{'loss': 0.185, 'grad_norm': 0.719978928565979, 'learning_rate': 9.616161616161616e-05, 'epoch': 2.14}                                                                       
{'loss': 0.1728, 'grad_norm': 0.6737759113311768, 'learning_rate': 9.575757575757576e-05, 'epoch': 2.15}                                                                     
{'loss': 0.1798, 'grad_norm': 0.838093638420105, 'learning_rate': 9.535353535353537e-05, 'epoch': 2.16}                                                                      
{'loss': 0.1983, 'grad_norm': 0.8798774480819702, 'learning_rate': 9.494949494949495e-05, 'epoch': 2.16}                                                                     
{'loss': 0.1815, 'grad_norm': 0.7473084926605225, 'learning_rate': 9.454545454545455e-05, 'epoch': 2.17}                                                                     
{'loss': 0.1793, 'grad_norm': 0.8976207971572876, 'learning_rate': 9.414141414141415e-05, 'epoch': 2.18}                                                                     
{'loss': 0.1839, 'grad_norm': 0.806851863861084, 'learning_rate': 9.373737373737375e-05, 'epoch': 2.19}                                                                      
{'loss': 0.1628, 'grad_norm': 0.5515345931053162, 'learning_rate': 9.333333333333334e-05, 'epoch': 2.2}                                                                      
{'loss': 0.1977, 'grad_norm': 0.8080092072486877, 'learning_rate': 9.292929292929293e-05, 'epoch': 2.2}                                                                      
{'loss': 0.2004, 'grad_norm': 0.9427919387817383, 'learning_rate': 9.252525252525253e-05, 'epoch': 2.21}                                                                     
{'loss': 0.179, 'grad_norm': 0.6500259041786194, 'learning_rate': 9.212121212121214e-05, 'epoch': 2.22}                                                                      
{'loss': 0.1634, 'grad_norm': 0.6104699373245239, 'learning_rate': 9.171717171717172e-05, 'epoch': 2.23}                                                                     
{'loss': 0.1642, 'grad_norm': 0.5688294768333435, 'learning_rate': 9.131313131313132e-05, 'epoch': 2.24}                                                                     
{'loss': 0.1787, 'grad_norm': 0.8610873818397522, 'learning_rate': 9.090909090909092e-05, 'epoch': 2.24}                                                                     
{'loss': 0.1618, 'grad_norm': 0.6868348121643066, 'learning_rate': 9.050505050505052e-05, 'epoch': 2.25}                                                                     
{'loss': 0.1661, 'grad_norm': 0.5341196656227112, 'learning_rate': 9.010101010101011e-05, 'epoch': 2.26}                                                                     
{'loss': 0.1824, 'grad_norm': 0.727393627166748, 'learning_rate': 8.96969696969697e-05, 'epoch': 2.27}                                                                       
{'loss': 0.1934, 'grad_norm': 0.9164076447486877, 'learning_rate': 8.92929292929293e-05, 'epoch': 2.28}                                                                      
{'loss': 0.1648, 'grad_norm': 0.5338801145553589, 'learning_rate': 8.888888888888889e-05, 'epoch': 2.29}                                                                     
{'loss': 0.1651, 'grad_norm': 0.6074283123016357, 'learning_rate': 8.848484848484849e-05, 'epoch': 2.29}                                                                     
{'loss': 0.1822, 'grad_norm': 0.5314804315567017, 'learning_rate': 8.808080808080809e-05, 'epoch': 2.3}                                                                      
{'loss': 0.1821, 'grad_norm': 0.6470658183097839, 'learning_rate': 8.767676767676767e-05, 'epoch': 2.31}                                                                     
{'loss': 0.2032, 'grad_norm': 1.5615931749343872, 'learning_rate': 8.727272727272727e-05, 'epoch': 2.32}                                                                     
{'loss': 0.1712, 'grad_norm': 0.5262956023216248, 'learning_rate': 8.686868686868688e-05, 'epoch': 2.33}                                                                     
{'loss': 0.1792, 'grad_norm': 0.5859325528144836, 'learning_rate': 8.646464646464647e-05, 'epoch': 2.33}                                                                     
{'loss': 0.167, 'grad_norm': 0.7173045873641968, 'learning_rate': 8.606060606060606e-05, 'epoch': 2.34}                                                                      
{'loss': 0.2136, 'grad_norm': 1.4213149547576904, 'learning_rate': 8.565656565656566e-05, 'epoch': 2.35}                                                                     
{'loss': 0.2039, 'grad_norm': 1.1756774187088013, 'learning_rate': 8.525252525252526e-05, 'epoch': 2.36}                                                                     
{'loss': 0.1894, 'grad_norm': 0.741572380065918, 'learning_rate': 8.484848484848486e-05, 'epoch': 2.37}                                                                      
{'loss': 0.1837, 'grad_norm': 0.5959573984146118, 'learning_rate': 8.444444444444444e-05, 'epoch': 2.38}                                                                     
{'loss': 0.1647, 'grad_norm': 0.6707426905632019, 'learning_rate': 8.404040404040404e-05, 'epoch': 2.38}                                                                     
{'loss': 0.1879, 'grad_norm': 0.8010709881782532, 'learning_rate': 8.363636363636364e-05, 'epoch': 2.39}                                                                     
{'loss': 0.1807, 'grad_norm': 0.5333722829818726, 'learning_rate': 8.323232323232324e-05, 'epoch': 2.4}                                                                      
{'loss': 0.1821, 'grad_norm': 0.7588303685188293, 'learning_rate': 8.282828282828283e-05, 'epoch': 2.41}                                                                     
{'loss': 0.146, 'grad_norm': 0.4930295944213867, 'learning_rate': 8.242424242424243e-05, 'epoch': 2.42}                                                                      
{'loss': 0.1924, 'grad_norm': 0.6120032072067261, 'learning_rate': 8.202020202020202e-05, 'epoch': 2.42}                                                                     
{'loss': 0.215, 'grad_norm': 0.9516136050224304, 'learning_rate': 8.161616161616163e-05, 'epoch': 2.43}                                                                      
{'loss': 0.1709, 'grad_norm': 0.5584975481033325, 'learning_rate': 8.121212121212121e-05, 'epoch': 2.44}                                                                     
{'loss': 0.1913, 'grad_norm': 0.7529590725898743, 'learning_rate': 8.080808080808081e-05, 'epoch': 2.45}                                                                     
{'loss': 0.1806, 'grad_norm': 0.5999081134796143, 'learning_rate': 8.040404040404041e-05, 'epoch': 2.46}                                                                     
{'loss': 0.1867, 'grad_norm': 0.645023763179779, 'learning_rate': 8e-05, 'epoch': 2.47}                                                                                      
{'loss': 0.179, 'grad_norm': 0.5984004139900208, 'learning_rate': 7.95959595959596e-05, 'epoch': 2.47}                                                                       
{'loss': 0.1786, 'grad_norm': 0.6691696643829346, 'learning_rate': 7.919191919191919e-05, 'epoch': 2.48}                                                                     
{'loss': 0.1784, 'grad_norm': 0.7317108511924744, 'learning_rate': 7.878787878787879e-05, 'epoch': 2.49}                                                                     
{'loss': 0.1709, 'grad_norm': 0.6732642650604248, 'learning_rate': 7.83838383838384e-05, 'epoch': 2.5}                                                                       
{'loss': 0.1523, 'grad_norm': 0.5414534211158752, 'learning_rate': 7.797979797979798e-05, 'epoch': 2.51}                                                                     
{'loss': 0.1695, 'grad_norm': 0.552209734916687, 'learning_rate': 7.757575757575758e-05, 'epoch': 2.51}                                                                      
{'loss': 0.2082, 'grad_norm': 0.866773247718811, 'learning_rate': 7.717171717171718e-05, 'epoch': 2.52}                                                                      
{'loss': 0.1748, 'grad_norm': 0.6458394527435303, 'learning_rate': 7.676767676767676e-05, 'epoch': 2.53}                                                                     
{'loss': 0.1781, 'grad_norm': 1.8658628463745117, 'learning_rate': 7.636363636363637e-05, 'epoch': 2.54}                                                                     
{'loss': 0.1883, 'grad_norm': 0.9986587762832642, 'learning_rate': 7.595959595959596e-05, 'epoch': 2.55}                                                                     
{'loss': 0.1835, 'grad_norm': 1.25673508644104, 'learning_rate': 7.555555555555556e-05, 'epoch': 2.56}                                                                       
{'loss': 0.169, 'grad_norm': 0.5061959028244019, 'learning_rate': 7.515151515151515e-05, 'epoch': 2.56}                                                                      
{'loss': 0.1672, 'grad_norm': 0.5786329507827759, 'learning_rate': 7.474747474747475e-05, 'epoch': 2.57}                                                                     
{'loss': 0.1708, 'grad_norm': 0.5897050499916077, 'learning_rate': 7.434343434343435e-05, 'epoch': 2.58}                                                                     
{'loss': 0.2141, 'grad_norm': 0.6969918012619019, 'learning_rate': 7.393939393939395e-05, 'epoch': 2.59}                                                                     
{'loss': 0.1681, 'grad_norm': 0.5594971179962158, 'learning_rate': 7.353535353535353e-05, 'epoch': 2.6}                                                                      
{'loss': 0.1779, 'grad_norm': 0.7188605070114136, 'learning_rate': 7.313131313131314e-05, 'epoch': 2.6}                                                                      
{'loss': 0.2018, 'grad_norm': 1.1015878915786743, 'learning_rate': 7.272727272727273e-05, 'epoch': 2.61}                                                                     
{'loss': 0.1832, 'grad_norm': 0.8859732151031494, 'learning_rate': 7.232323232323233e-05, 'epoch': 2.62}                                                                     
{'loss': 0.1621, 'grad_norm': 0.48986518383026123, 'learning_rate': 7.191919191919192e-05, 'epoch': 2.63}                                                                    
{'loss': 0.1718, 'grad_norm': 0.6714930534362793, 'learning_rate': 7.151515151515152e-05, 'epoch': 2.64}                                                                     
{'loss': 0.1768, 'grad_norm': 0.7133787274360657, 'learning_rate': 7.111111111111112e-05, 'epoch': 2.64}                                                                     
{'loss': 0.1723, 'grad_norm': 0.6545681953430176, 'learning_rate': 7.07070707070707e-05, 'epoch': 2.65}                                                                      
{'loss': 0.1719, 'grad_norm': 0.70353102684021, 'learning_rate': 7.03030303030303e-05, 'epoch': 2.66}                                                                        
{'loss': 0.1603, 'grad_norm': 0.6490665674209595, 'learning_rate': 6.98989898989899e-05, 'epoch': 2.67}                                                                      
{'loss': 0.1802, 'grad_norm': 0.5716302394866943, 'learning_rate': 6.94949494949495e-05, 'epoch': 2.68}                                                                      
{'loss': 0.1478, 'grad_norm': 0.5370033979415894, 'learning_rate': 6.90909090909091e-05, 'epoch': 2.69}                                                                      
{'loss': 0.1931, 'grad_norm': 0.9090931415557861, 'learning_rate': 6.86868686868687e-05, 'epoch': 2.69}                                                                      
{'loss': 0.1889, 'grad_norm': 0.7024391889572144, 'learning_rate': 6.828282828282828e-05, 'epoch': 2.7}                                                                      
{'loss': 0.1891, 'grad_norm': 0.6230915784835815, 'learning_rate': 6.787878787878789e-05, 'epoch': 2.71}                                                                     
{'loss': 0.1566, 'grad_norm': 0.6190798282623291, 'learning_rate': 6.747474747474747e-05, 'epoch': 2.72}                                                                     
{'loss': 0.1578, 'grad_norm': 0.8007960915565491, 'learning_rate': 6.707070707070707e-05, 'epoch': 2.73}                                                                     
{'loss': 0.1826, 'grad_norm': 0.7637706995010376, 'learning_rate': 6.666666666666667e-05, 'epoch': 2.73}                                                                     
{'loss': 0.1734, 'grad_norm': 0.6992095112800598, 'learning_rate': 6.626262626262627e-05, 'epoch': 2.74}                                                                     
{'loss': 0.1821, 'grad_norm': 0.8087912797927856, 'learning_rate': 6.585858585858587e-05, 'epoch': 2.75}                                                                     
{'loss': 0.1775, 'grad_norm': 0.6968205571174622, 'learning_rate': 6.545454545454546e-05, 'epoch': 2.76}                                                                     
{'loss': 0.1752, 'grad_norm': 0.6910703182220459, 'learning_rate': 6.505050505050505e-05, 'epoch': 2.77}                                                                     
{'loss': 0.164, 'grad_norm': 0.552422821521759, 'learning_rate': 6.464646464646466e-05, 'epoch': 2.78}                                                                       
{'loss': 0.1565, 'grad_norm': 0.5030685067176819, 'learning_rate': 6.424242424242424e-05, 'epoch': 2.78}                                                                     
{'loss': 0.1575, 'grad_norm': 0.4935585558414459, 'learning_rate': 6.383838383838384e-05, 'epoch': 2.79}                                                                     
{'loss': 0.152, 'grad_norm': 0.5793079137802124, 'learning_rate': 6.343434343434344e-05, 'epoch': 2.8}                                                                       
{'loss': 0.1808, 'grad_norm': 0.6186994314193726, 'learning_rate': 6.303030303030302e-05, 'epoch': 2.81}                                                                     
{'loss': 0.1585, 'grad_norm': 0.4796126186847687, 'learning_rate': 6.262626262626264e-05, 'epoch': 2.82}                                                                     
{'loss': 0.1494, 'grad_norm': 0.6233789920806885, 'learning_rate': 6.222222222222222e-05, 'epoch': 2.82}                                                                     
{'loss': 0.1756, 'grad_norm': 0.6341425180435181, 'learning_rate': 6.181818181818182e-05, 'epoch': 2.83}                                                                     
{'loss': 0.1893, 'grad_norm': 0.7619563937187195, 'learning_rate': 6.141414141414142e-05, 'epoch': 2.84}                                                                     
{'loss': 0.173, 'grad_norm': 0.6316950917243958, 'learning_rate': 6.101010101010102e-05, 'epoch': 2.85}                                                                      
{'loss': 0.1677, 'grad_norm': 0.6761230230331421, 'learning_rate': 6.060606060606061e-05, 'epoch': 2.86}                                                                     
{'loss': 0.1699, 'grad_norm': 0.7721070051193237, 'learning_rate': 6.02020202020202e-05, 'epoch': 2.87}                                                                      
{'loss': 0.2086, 'grad_norm': 0.8784394264221191, 'learning_rate': 5.97979797979798e-05, 'epoch': 2.87}                                                                      
{'loss': 0.146, 'grad_norm': 0.5767683386802673, 'learning_rate': 5.93939393939394e-05, 'epoch': 2.88}                                                                       
{'loss': 0.1629, 'grad_norm': 0.805296003818512, 'learning_rate': 5.8989898989898996e-05, 'epoch': 2.89}                                                                     
{'loss': 0.2042, 'grad_norm': 0.9226382970809937, 'learning_rate': 5.858585858585859e-05, 'epoch': 2.9}                                                                      
{'loss': 0.1688, 'grad_norm': 0.7740829586982727, 'learning_rate': 5.818181818181818e-05, 'epoch': 2.91}                                                                     
{'loss': 0.1925, 'grad_norm': 1.2682340145111084, 'learning_rate': 5.7777777777777776e-05, 'epoch': 2.91}                                                                    
{'loss': 0.1892, 'grad_norm': 1.3454569578170776, 'learning_rate': 5.737373737373738e-05, 'epoch': 2.92}                                                                     
{'loss': 0.1776, 'grad_norm': 0.596315860748291, 'learning_rate': 5.696969696969697e-05, 'epoch': 2.93}                                                                      
{'loss': 0.1655, 'grad_norm': 0.6098813414573669, 'learning_rate': 5.6565656565656563e-05, 'epoch': 2.94}                                                                    
{'loss': 0.1565, 'grad_norm': 0.6456625461578369, 'learning_rate': 5.616161616161616e-05, 'epoch': 2.95}                                                                     
{'loss': 0.1542, 'grad_norm': 0.5979222655296326, 'learning_rate': 5.5757575757575766e-05, 'epoch': 2.96}                                                                    
{'loss': 0.1716, 'grad_norm': 0.7414149045944214, 'learning_rate': 5.535353535353536e-05, 'epoch': 2.96}                                                                     
{'loss': 0.1724, 'grad_norm': 0.7600601315498352, 'learning_rate': 5.494949494949495e-05, 'epoch': 2.97}                                                                     
{'loss': 0.1789, 'grad_norm': 0.7226486802101135, 'learning_rate': 5.4545454545454546e-05, 'epoch': 2.98}                                                                    
{'loss': 0.156, 'grad_norm': 0.6067298054695129, 'learning_rate': 5.414141414141415e-05, 'epoch': 2.99}                                                                      
{'loss': 0.1565, 'grad_norm': 0.5673513412475586, 'learning_rate': 5.373737373737374e-05, 'epoch': 3.0}                                                                      
{'loss': 0.1459, 'grad_norm': 0.8210492134094238, 'learning_rate': 5.333333333333333e-05, 'epoch': 3.0}                                                                      
{'loss': 0.1307, 'grad_norm': 0.5494087934494019, 'learning_rate': 5.292929292929293e-05, 'epoch': 3.01}                                                                     
{'loss': 0.1648, 'grad_norm': 0.6763328313827515, 'learning_rate': 5.2525252525252536e-05, 'epoch': 3.02}                                                                    
{'loss': 0.1562, 'grad_norm': 0.7184177041053772, 'learning_rate': 5.212121212121213e-05, 'epoch': 3.02}                                                                     
{'loss': 0.1532, 'grad_norm': 0.5887657403945923, 'learning_rate': 5.171717171717172e-05, 'epoch': 3.03}                                                                     
{'loss': 0.1497, 'grad_norm': 0.9973675012588501, 'learning_rate': 5.1313131313131316e-05, 'epoch': 3.04}                                                                    
{'loss': 0.1482, 'grad_norm': 0.7694315314292908, 'learning_rate': 5.090909090909091e-05, 'epoch': 3.05}                                                                     
{'loss': 0.1349, 'grad_norm': 0.47247758507728577, 'learning_rate': 5.050505050505051e-05, 'epoch': 3.06}                                                                    
{'loss': 0.1366, 'grad_norm': 0.6888447999954224, 'learning_rate': 5.01010101010101e-05, 'epoch': 3.07}                                                                      
{'loss': 0.1563, 'grad_norm': 0.8979725241661072, 'learning_rate': 4.9696969696969694e-05, 'epoch': 3.07}                                                                    
{'loss': 0.1806, 'grad_norm': 0.9995993971824646, 'learning_rate': 4.92929292929293e-05, 'epoch': 3.08}                                                                      
{'loss': 0.1243, 'grad_norm': 0.5896306037902832, 'learning_rate': 4.888888888888889e-05, 'epoch': 3.09}                                                                     
{'loss': 0.1406, 'grad_norm': 0.6291540265083313, 'learning_rate': 4.848484848484849e-05, 'epoch': 3.1}                                                                      
{'loss': 0.1471, 'grad_norm': 0.4948994815349579, 'learning_rate': 4.808080808080808e-05, 'epoch': 3.11}                                                                     
{'loss': 0.1573, 'grad_norm': 0.652292013168335, 'learning_rate': 4.7676767676767684e-05, 'epoch': 3.11}                                                                     
{'loss': 0.1928, 'grad_norm': 1.1183600425720215, 'learning_rate': 4.7272727272727275e-05, 'epoch': 3.12}                                                                    
{'loss': 0.1423, 'grad_norm': 0.5598562955856323, 'learning_rate': 4.686868686868687e-05, 'epoch': 3.13}                                                                     
{'loss': 0.1617, 'grad_norm': 0.7570418119430542, 'learning_rate': 4.6464646464646464e-05, 'epoch': 3.14}                                                                    
{'loss': 0.1654, 'grad_norm': 0.8389226198196411, 'learning_rate': 4.606060606060607e-05, 'epoch': 3.15}                                                                     
{'loss': 0.1663, 'grad_norm': 1.07220458984375, 'learning_rate': 4.565656565656566e-05, 'epoch': 3.16}                                                                       
{'loss': 0.1662, 'grad_norm': 1.4555100202560425, 'learning_rate': 4.525252525252526e-05, 'epoch': 3.16}                                                                     
{'loss': 0.1427, 'grad_norm': 0.8370335698127747, 'learning_rate': 4.484848484848485e-05, 'epoch': 3.17}                                                                     
{'loss': 0.1636, 'grad_norm': 0.8752985596656799, 'learning_rate': 4.4444444444444447e-05, 'epoch': 3.18}                                                                    
{'loss': 0.1658, 'grad_norm': 0.8254829049110413, 'learning_rate': 4.4040404040404044e-05, 'epoch': 3.19}                                                                    
{'loss': 0.1742, 'grad_norm': 0.9619758725166321, 'learning_rate': 4.3636363636363636e-05, 'epoch': 3.2}                                                                     
{'loss': 0.1395, 'grad_norm': 0.5237413644790649, 'learning_rate': 4.3232323232323234e-05, 'epoch': 3.2}                                                                     
{'loss': 0.1582, 'grad_norm': 0.7975038886070251, 'learning_rate': 4.282828282828283e-05, 'epoch': 3.21}                                                                     
{'loss': 0.166, 'grad_norm': 1.0176918506622314, 'learning_rate': 4.242424242424243e-05, 'epoch': 3.22}                                                                      
{'loss': 0.1381, 'grad_norm': 0.6486033797264099, 'learning_rate': 4.202020202020202e-05, 'epoch': 3.23}                                                                     
{'loss': 0.1458, 'grad_norm': 0.7528183460235596, 'learning_rate': 4.161616161616162e-05, 'epoch': 3.24}                                                                     
{'loss': 0.1875, 'grad_norm': 1.0396621227264404, 'learning_rate': 4.1212121212121216e-05, 'epoch': 3.24}                                                                    
{'loss': 0.1525, 'grad_norm': 0.6712832450866699, 'learning_rate': 4.0808080808080814e-05, 'epoch': 3.25}                                                                    
{'loss': 0.167, 'grad_norm': 0.6839481592178345, 'learning_rate': 4.0404040404040405e-05, 'epoch': 3.26}                                                                     
{'loss': 0.155, 'grad_norm': 0.6982022523880005, 'learning_rate': 4e-05, 'epoch': 3.27}                                                                                      
{'loss': 0.1805, 'grad_norm': 0.8209774494171143, 'learning_rate': 3.9595959595959594e-05, 'epoch': 3.28}                                                                    
{'loss': 0.1494, 'grad_norm': 0.6787240505218506, 'learning_rate': 3.91919191919192e-05, 'epoch': 3.29}                                                                      
{'loss': 0.1522, 'grad_norm': 0.9579976797103882, 'learning_rate': 3.878787878787879e-05, 'epoch': 3.29}                                                                     
{'loss': 0.1696, 'grad_norm': 0.754385769367218, 'learning_rate': 3.838383838383838e-05, 'epoch': 3.3}                                                                       
{'loss': 0.1517, 'grad_norm': 1.0569809675216675, 'learning_rate': 3.797979797979798e-05, 'epoch': 3.31}                                                                     
{'loss': 0.169, 'grad_norm': 1.2263426780700684, 'learning_rate': 3.757575757575758e-05, 'epoch': 3.32}                                                                      
{'loss': 0.1458, 'grad_norm': 0.726060688495636, 'learning_rate': 3.7171717171717175e-05, 'epoch': 3.33}                                                                     
{'loss': 0.1458, 'grad_norm': 1.0044353008270264, 'learning_rate': 3.6767676767676766e-05, 'epoch': 3.33}                                                                    
{'loss': 0.1827, 'grad_norm': 1.1572097539901733, 'learning_rate': 3.6363636363636364e-05, 'epoch': 3.34}                                                                    
{'loss': 0.146, 'grad_norm': 1.0438573360443115, 'learning_rate': 3.595959595959596e-05, 'epoch': 3.35}                                                                      
{'loss': 0.1601, 'grad_norm': 0.9930286407470703, 'learning_rate': 3.555555555555556e-05, 'epoch': 3.36}                                                                     
{'loss': 0.1396, 'grad_norm': 0.836557149887085, 'learning_rate': 3.515151515151515e-05, 'epoch': 3.37}                                                                      
{'loss': 0.1693, 'grad_norm': 0.9493727087974548, 'learning_rate': 3.474747474747475e-05, 'epoch': 3.38}                                                                     
{'loss': 0.1704, 'grad_norm': 0.8059242963790894, 'learning_rate': 3.434343434343435e-05, 'epoch': 3.38}                                                                     
{'loss': 0.1559, 'grad_norm': 0.6619806289672852, 'learning_rate': 3.3939393939393945e-05, 'epoch': 3.39}                                                                    
{'loss': 0.18, 'grad_norm': 1.2255728244781494, 'learning_rate': 3.3535353535353536e-05, 'epoch': 3.4}                                                                       
{'loss': 0.1315, 'grad_norm': 0.5729647278785706, 'learning_rate': 3.3131313131313134e-05, 'epoch': 3.41}                                                                    
{'loss': 0.1468, 'grad_norm': 0.5215297341346741, 'learning_rate': 3.272727272727273e-05, 'epoch': 3.42}                                                                     
{'loss': 0.1559, 'grad_norm': 0.5954647660255432, 'learning_rate': 3.232323232323233e-05, 'epoch': 3.42}                                                                     
{'loss': 0.1613, 'grad_norm': 0.7532889246940613, 'learning_rate': 3.191919191919192e-05, 'epoch': 3.43}                                                                     
{'loss': 0.18, 'grad_norm': 1.0394394397735596, 'learning_rate': 3.151515151515151e-05, 'epoch': 3.44}                                                                       
{'loss': 0.1588, 'grad_norm': 1.2192599773406982, 'learning_rate': 3.111111111111111e-05, 'epoch': 3.45}                                                                     
{'loss': 0.1482, 'grad_norm': 0.7120655179023743, 'learning_rate': 3.070707070707071e-05, 'epoch': 3.46}                                                                     
{'loss': 0.144, 'grad_norm': 0.599776566028595, 'learning_rate': 3.0303030303030306e-05, 'epoch': 3.47}                                                                      
{'loss': 0.1423, 'grad_norm': 0.7994025945663452, 'learning_rate': 2.98989898989899e-05, 'epoch': 3.47}                                                                      
{'loss': 0.154, 'grad_norm': 0.680535078048706, 'learning_rate': 2.9494949494949498e-05, 'epoch': 3.48}                                                                      
